001244,PRIVATE LABEL,BANCO BRADESCO,Unnamed: 3,Unnamed: 4,BRAZIL,BR,BRA,76,Unnamed: 9,Unnamed: 10,19,Unnamed: 12,N
100120,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100121,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100122,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100123,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100124,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100125,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100126,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100127,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100128,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100129,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100130,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100131,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100132,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100133,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100134,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100135,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100136,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100137,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100138,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100139,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100140,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100141,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100142,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100143,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100144,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100145,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100146,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100147,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100148,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100149,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100150,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100151,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100152,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100153,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100154,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100155,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100156,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100157,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100158,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100159,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100160,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100161,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100162,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100163,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100164,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100165,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100166,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100167,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100168,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100169,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100170,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100171,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100172,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100173,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100174,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100175,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100176,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100177,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100178,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100179,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100180,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100181,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100182,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100183,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100184,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100185,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100186,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100187,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100188,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100189,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100190,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100191,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100192,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100193,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100194,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100195,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100196,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100197,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100198,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100199,UATP,AMERICAN AIRLINES (AA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.AA.COM/,800-433-7300,15,COMMERCIAL,N
100500,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100501,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100502,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100503,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100504,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100505,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100506,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100507,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100508,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100509,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100510,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100511,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100512,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100513,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100514,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100515,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100516,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100517,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100518,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100519,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100520,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100521,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100522,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100523,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100524,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100525,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100526,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100527,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100528,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100529,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100530,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100531,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100532,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100533,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100534,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100535,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100536,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100537,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100538,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100539,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100540,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100541,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100542,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100543,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100544,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100545,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100546,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100547,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100548,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100549,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100550,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100551,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100552,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100553,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100554,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100555,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100556,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100557,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100558,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100559,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100560,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100561,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100562,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100563,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100564,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100565,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100566,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100567,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100568,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100569,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100570,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100571,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100572,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100573,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100574,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100575,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100576,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100577,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
